Title,Header,Type,Date,Country,Amount
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,United States,0.63
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Macao,0.43
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Canada,0.50
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Malta,0.47
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Luxembourg,0.44
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Senegal,0.58
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Mexico,0.75
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Malawi,0.59
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Belgium,0.41
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Hungary,0.44
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Algeria,0.49
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,China,0.57
Gini coefficient,The Gini coefficient measures inequality on a scale from 0 to 1. Higher values indicate higher inequality. Inequality is measured here in terms of income before taxes and benefits.,,2022,Brazil,0.68
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,World,"21,394 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,South Africa,"22,314 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Trinidad and Tobago,"106,747 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Philippines,"5,192 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,China,"33,267 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Japan,"39,210 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,United Kingdom,"28,501 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,North America,"54,651 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,United States,"77,028 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Iran,"39,599 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Brazil,"17,806 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Ireland,"35,746 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,New Zealand,"45,740 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Ukraine,"16,782 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Mexico,"18,279 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Germany,"38,052 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Sri Lanka,"4,536 kWh"
Energy use per person,"Measured in kilowatt-hours per person. Here, energy refers to primary energy using the substitution method .",,2023,Canada,"99,916 kWh"
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Tomatoes,2.09 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Soy milk,0.98 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Peas,0.98 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Wine,1.79 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Barley,1.18 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Beef (beef herd),99.48 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Other Fruit,1.05 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Bananas,0.86 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Pig Meat,12.31 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Prawns (farmed),26.87 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Apples,0.43 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Eggs,4.67 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Fish (farmed),13.63 kg
Greenhouse gas emissions per kilogram of food product,Greenhouse gas emissions are measured in kilograms of carbon dioxide-equivalents . This means non-CO₂ gases are weighted by the amount of warming they cause over a 100-year timescale.,,2010,Cane Sugar,3.20 kg
